name,date,lang,dur,genre,direc,act,c_rate,u_rate,desc,poster
Phantom Thread,"02 Feb, 2018",['English'],2 hrs 10 mins, Drama Romance,"Paul Thomas Anderson, Producer","['Daniel Day Lewis', 'Lesley Manville', 'Vicky Krieps']",4.0,3.7,"The challenging but intriguing Phantom Thread is another beautifully crafted work of art by Paul Thomas Anderson, with a masterful score that accompanies the unique characters played by a strong cast.","https://static.toiimg.com/thumb/msid-61961599,width-219,height-317,imgsize-50339/61961599.jpg"
12 Strong,"19 Jan, 2018",['English'],2 hrs 12 mins, Action Drama History,Nicolai Fuglsig,"['Chris Hemsworth', 'Elsa Pataky', 'Taylor Sheridan']",3.5,3.4,,"https://static.toiimg.com/thumb/msid-61933692,width-219,height-317,imgsize-14345/61933692.jpg"
The Commuter,"19 Jan, 2018",['English'],1 hr 45 mins, Action Thriller Crime,Jaume Collet Serra,"['Liam Neeson', 'Vera Farmiga', 'Patrick Wilson']",3.5,3.4,,"https://static.toiimg.com/thumb/msid-61933408,width-219,height-317,imgsize-94388/61933408.jpg"
Darkest Hour,"19 Jan, 2018",['English'],2 hrs 5 mins, Biography Drama History,Joe Wright,"['Lily James', 'Ben Mendelsohn', 'Gary Oldman']",4.0,3.8,"‘Darkest Hour’ is pretentiously flawed in its obvious award-baiting, but well produced and rousing enough thanks to Gary Oldman in one of his most impressive performances.","https://static.toiimg.com/thumb/msid-61933433,width-219,height-317,imgsize-53442/61933433.jpg"
Wish Upon,"12 Jan, 2017",['English'],1 hr 30 mins, Horror Fantasy Drama,John R. Leonetti,"['Sherilyn Fenn', 'Joey King', 'Ryan Phillippe']",2.0,2.4,,"https://static.toiimg.com/thumb/msid-62006826,width-219,height-317,imgsize-26064/62006826.jpg"
Downsizing,"12 Jan, 2018",['English'],2 hrs 15 mins, Comedy Drama Sci-Fi,Alexander Payne,"['Matt Damon', 'Jason Sudeikis', 'Kristen Wiig']",3.5,3.3,,"https://static.toiimg.com/thumb/msid-61932840,width-219,height-317,imgsize-45609/61932840.jpg"
Paddington 2,"12 Jan, 2018",['English'],1 hr 43 mins, Comedy Animation Adventure Drama,Paul King,"['Hugh Grant', 'Brendan Gleeson', 'Julie Walters']",4.0,3.8,"Funnier, more charming and heartwarming than the original, ‘Paddington 2’ is the quintessential feel-good animated movie for kids of all ages.","https://static.toiimg.com/thumb/msid-61933504,width-219,height-317,imgsize-53544/61933504.jpg"
The Post,"12 Jan, 2018",['English'],1 hr 55 mins, Drama Biography History,"Steven Spielberg, Producer","['Tom Hanks', 'Meryl Streep', 'Sarah Paulson']",4.0,3.8,"‘The Post’ is a powerhouse of acting talent led by Streep and Hanks, as Spielberg creates a timely, relevant, and inspiring film through classic storytelling.","https://static.toiimg.com/thumb/msid-61933595,width-219,height-317,imgsize-140770/61933595.jpg"
Insidious: The Last Key,"05 Jan, 2018","['English', 'Hindi', 'Tamil', 'Telugu']",1 hr 43 mins, Horror Thriller,Adam Robitel,"['Lin Shaye', 'Leigh Whannell', 'Angus Sampson']",3.0,3.2,"If you are looking for some spine-chilling thrills and a well-made horror mystery, please look ‘further’. The Last Key is more of a final nail in the coffin for the Insidious series.","https://static.toiimg.com/thumb/msid-61933307,width-219,height-317,imgsize-108488/61933307.jpg"
Pitch Perfect 3,"05 Jan, 2018",['English'],2 hrs 38 mins, Comedy Music,Trish Sie,"['Elizabeth Banks, Producer', 'Hailee Steinfeld', 'Anna Kendrick']",3.0,3.2,,"https://static.toiimg.com/thumb/msid-61932805,width-219,height-317,imgsize-30307/61932805.jpg"
All The Money In The World,"05 Jan, 2018",['English'],2 hrs 16 mins, Crime Biography Drama,Ridley Scott,"['Michelle Williams', 'Mark Wahlberg', 'Christopher Plummer']",3.5,3.3,Ridley Scott’s uneven pacing and tonality might be a detrimental factor to those expecting a taut thriller but a great performance by Christopher Plummer makes it worthwhile.,"https://static.toiimg.com/thumb/msid-62023985,width-219,height-317,imgsize-86606/62023985.jpg"
The Greatest Showman,"29 Dec, 2017",['English'],1 hr 45 mins, Drama Musical Biography,Michael Gracey,"['Hugh Jackman', 'Michelle Williams', 'Zac Efron']",4.0,3.8,"The beauty of The Greatest Showman is not limited to its visual appeal – spectacular sets, acrobatic performances, dances and singing ability of its artistes, it touches upon social issues like class discrimination or aversion towards human abnormalities that continue to plague our society even today.","https://static.toiimg.com/thumb/msid-61933280,width-219,height-317,imgsize-106078/61933280.jpg"
Jumanji: Welcome To The Jungle,"29 Dec, 2017","['English', 'Hindi', 'Tamil', 'Telugu']",1 hr 59 mins, Action Adventure Comedy,Jake Kasdan,"['dwayne johnson', 'Kevin Hart', 'Jack Black']",4.0,3.8,,"https://static.toiimg.com/thumb/msid-61932904,width-219,height-317,imgsize-107937/61932904.jpg"
"Hare Krishna! The Mantra, The Movement And The Swami Who Started It All","15 Dec, 2017","['Hindi', 'English']",1 hr 30 mins, Documentary Drama,John Griesser,,3.0,3.2,An interesting documentary at how an Indian religious movement got acceptance as well as some amount of notoriety in the West.,"https://static.toiimg.com/thumb/msid-61932709,width-219,height-317,imgsize-132679/61932709.jpg"
Ferdinand,"15 Dec, 2017","['Hindi', 'English']",1 hr 48 mins, Comedy Animation Adventure,Carlos Saldanha,"['Russell Peters', 'Donald Sutherland', 'Paul Feig, Producer']",3.5,3.3,A fun film that doesn’t just put a smile on your face but also leaves a message — you don’t have to do things just because others expect you to.,"https://static.toiimg.com/thumb/msid-61932304,width-219,height-317,imgsize-111810/61932304.jpg"
Star Wars: The Last Jedi,"15 Dec, 2017","['English', 'Hindi', 'Tamil']",2 hrs 30 mins, Action Adventure Sci-Fi,Rian Johnson,"['Daisy Ridley', 'Domhnall Gleeson', 'Gwendoline Christie']",4.0,3.8,"An emotionally rewarding tale with all the essential standout moments expected from a Star Wars movie, ‘The Last Jedi’ has its own unique voice that propels the series in an unexpected direction.","https://static.toiimg.com/thumb/msid-61932246,width-219,height-317,imgsize-150190/61932246.jpg"
Mark Felt: The Man Who Brought Down the White House,"08 Dec, 2017",['English'],1 hr 43 mins, Drama Biography History,Liam NeesonActor,"['Diane Lane', 'Wendi McLendon Covey', 'Kate Walsh']",3.0,3.1,"The textbook definition of a missed opportunity, ‘Mark Felt’ is a tedious political thriller despite its talented, reputable cast.","https://static.toiimg.com/thumb/msid-61931644,width-219,height-317,imgsize-109021/61931644.jpg"
Borg McEnroe,"08 Dec, 2017",['English'],1 hr 52 mins, Biography Sport Drama,Janus Metz Pedersen,"['Shia LaBeouf', 'Stellan Skarsgard', 'Robert Emms']",4.0,3.6,"Janus Metz’s biopic is a nerve-racking five-setter that leaves you gasping for breath. Like a classic centre court final, this tense and thrilling sports drama heads to a nail-biting climax, thus evoking unprecedented attention throughout.","https://static.toiimg.com/thumb/msid-61945769,width-219,height-317,imgsize-98251/61945769.jpg"
Anna Karenina: Vronsky's Story,"08 Dec, 2017","['Hindi', 'English']",2 hrs 20 mins, Drama Romance,Dmitriy MillerActor,,3.0,3.2,"If costume dramas of yore are your thing then you might want to catch the film at a theatre near you. But, if you are looking for an engaging adaptation of the book, then skip this one.","https://static.toiimg.com/thumb/msid-61931734,width-219,height-317,imgsize-20804/61931734.jpg"
Daddy's Home 2,"08 Dec, 2017",['English'],2 hrs 2 mins, Comedy Drama,Sean Anders,"['Linda Cardellini', 'Mel Gibson', 'Mark Wahlberg']",3.5,3.5,,"https://static.toiimg.com/thumb/msid-61531883,width-219,height-317,imgsize-120437/61531883.jpg"
Suburbicon,"01 Dec, 2017",['English'],1 hr 40 mins, Comedy Crime Mystery,George Clooney,"['Matt Damon', 'Josh Brolin', 'Julianne Moore']",3.5,3.4,,"https://static.toiimg.com/thumb/msid-61862831,width-219,height-317,imgsize-121696/61862831.jpg"
The Foreigner,"13 Oct, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 53 mins, Action Thriller,Martin Campbell,"['Jackie Chan', 'Pierce Brosnan', 'Charlie Murphy']",3.5,3.4,,"https://static.toiimg.com/thumb/msid-61363207,width-219,height-317,imgsize-74939/61363207.jpg"
Amityville: The Awakening,"10 Nov, 2017",['English'],1 hr 25 mins, Horror Thriller,Bella ThorneActor,"['Cameron Monaghan', 'Jennifer Jason Leigh', 'Thomas Mann']",2.5,2.6,,"https://static.toiimg.com/thumb/msid-61589133,width-219,height-317,imgsize-70522/61589133.jpg"
Finders Keepers,"24 Nov, 2017","['Hindi', 'English']",1 hr 34 mins,Comedy,Maynard Kraak,"['Dalin Oliver', 'Neels Van Jaarsveld', 'Lise Slabber']",2.5,2.6,"While the makers have tried to milk the script, as a viewer you will be only keeping a close look at your watch and pray that this hair-brained comedy will be over soon.","https://static.toiimg.com/thumb/msid-61792369,width-219,height-317,imgsize-85675/61792369.jpg"
Wonder,"01 Dec, 2017",['English'],1 hr 53 mins,Drama,Stephen Chbosky,"['Julia Roberts', 'Owen Wilson', 'Jacob Tremblay']",4.0,3.7,"Well-balanced, extremely relevant and combined with a strong message, 'Wonder' is a wholesome family entertainer that is worth your time.","https://static.toiimg.com/thumb/msid-61822591,width-219,height-317,imgsize-144447/61822591.jpg"
Murder on the Orient Express,"24 Nov, 2017",['English'],1 hr 54 mins, Thriller Crime Mystery,"Kenneth Branagh, Actor","['Johnny Depp', 'Miranda Raison', 'Daisy Ridley']",3.5,3.3,"Despite the glitches and avalanches, thanks to a stellar cast and gripping source material, this mysterious train journey is worth taking.","https://static.toiimg.com/thumb/msid-61791776,width-219,height-317,imgsize-146005/61791776.jpg"
Coco,"24 Nov, 2017","['Hindi', 'English']",1 hr 49 mins, Animation Family Adventure,Lee Unkrich,"['Benjamin Bratt', 'Gael Garcia Bernal', 'Renee Victor']",4.5,4.2,"Disney-Pixar reminds us that it still hasn’t lost its touch in ‘Coco’. Take your kids along for it, and if you don’t have any, don’t hesitate to go alone!","https://static.toiimg.com/thumb/msid-61791709,width-219,height-317,imgsize-248699/61791709.jpg"
Thank You For Your Service,"24 Nov, 2017",['English'],1 hr 49 mins, Drama Biography War,Jason Hall,"['Haley Bennett', 'Miles Teller', 'Keisha Castle Hughes']",3.5,3.2,"While war films aren’t always everyone’s cup of tea, thanks to their (usually) dramatic storyline, this one’s worth a watch if you’re in the mood for something serious.","https://static.toiimg.com/thumb/msid-61791994,width-219,height-317,imgsize-29698/61791994.jpg"
Justice League,"17 Nov, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 2 mins, Action Adventure Fantasy,Zack Snyder,"['Ben Affleck', 'Gal Gadot', 'Jason Momoa']",3.5,3.5,"The course-correction feel is glaringly obvious, but ‘Justice League’ is made for the fans, and if you’re one, you’ll have a lot of fun.","https://static.toiimg.com/thumb/msid-61683172,width-219,height-317,imgsize-155818/61683172.jpg"
My Little Pony,"06 Oct, 2017",['English'],1 hr 30 mins, Animation Adventure,Jayson Thiessen,"['Tara Strong', 'Kristin Chenoweth', 'Emily Blunt']",3.5,3.3,"My Little Pony is a English movie released on 6 Oct, 2017. The movie is directed by Jayson Thiessen and  featured Tara Strong,  Kristin Chenoweth,  Emily Blunt and  Ashleigh Ball as lead characters. Other popular actors who were roped in for My Little Pony are  Andrea Libman and  Cathy Weseluck","https://static.toiimg.com/thumb/msid-61590086,width-219,height-317,imgsize-181619/61590086.jpg"
A Bad Moms Christmas,"09 Nov, 2017",[],Comedy,,Jon Lucas,"['Mila Kunis', 'Kristen Bell', 'Kathryn Hahn']",2.5,2.9,"With only a few occasional laughs, ‘A Bad Moms Christmas’ ends up being yet another generic Christmas flick with crude sexual innuendo and ample genital anatomy gags to justify the ‘bad’ in the title.","https://static.toiimg.com/thumb/msid-61552908,width-219,height-317,imgsize-51416/61552908.jpg"
Loving Vincent,"03 Nov, 2017",[],Biography,,Dorota Kobiela,"['Douglas Booth', 'Holly Earl', 'Saoirse Ronan']",3.5,3.2,"Although ‘Loving Vincent’ will remain a significant cinematic achievement for a while, its visually compelling artwork is hindered by slow pacing & conjecture.","https://static.toiimg.com/thumb/msid-61500756,width-219,height-317,imgsize-86435/61500756.jpg"
Geostorm,"27 Oct, 2017","['English', 'Tamil', 'Telugu']",1 hr 49 mins, Action Thriller Sci-Fi,Dean Devlin,"['Katheryn Winnick', 'Gerard Butler', 'Abbie Cornish']",3.0,3.2,A world-wide net of interconnected satellites installed to save the planet from storms fails and starts attacking the world instead and humanity has precious few hours left to save itself from the storm of biblical proportions.,"https://static.toiimg.com/thumb/msid-61358222,width-219,height-317,imgsize-156941/61358222.jpg"
Thor: Ragnarok,"03 Nov, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 10 mins, Action Adventure Comedy,Taika Waititi,"['Tom Hiddleston', 'Chris Hemsworth', 'Jaimie Alexander']",4.0,4.0,"Filled from start to finish with its own quirky flavor, ‘Thor: Ragnarok’ is another entry from Marvel you simply cannot miss!","https://static.toiimg.com/thumb/msid-61486635,width-219,height-317,imgsize-188293/61486635.jpg"
Victoria & Abdul,"13 Oct, 2017",['English'],1 hr 54 mins, Drama History,Stephen Frears,"['Michael Gambon', 'Ali Fazal', 'Judi Dench']",3.5,3.2,"Despite an uneven narrative and historical inaccuracies, Victoria and Abdul is a delightful film that deserves to be watched for Judi Dench.","https://static.toiimg.com/thumb/msid-61363116,width-219,height-317,imgsize-145155/61363116.jpg"
The LEGO Ninjago Movie (3D),"06 Oct, 2017",['English'],1 hr 41 mins, Comedy Animation Adventure,Zach WoodsActor,"['Justin Theroux', 'Olivia Munn', 'Dave Franco']",3.5,3.2,"This isn’t a piece of typical animation fluff. It’s a delightful film that rides on wry humour and caters to all age groups, of course, mostly children.","https://static.toiimg.com/thumb/msid-61363048,width-219,height-317,imgsize-85801/61363048.jpg"
Blade Runner 2049,"06 Oct, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 43 mins, Action Thriller Sci-Fi,Denis Villeneuve,"['Harrison Ford', 'Ryan Gosling', 'Robin Wright']",4.0,3.6,‘Blade Runner 2049’ is a rare sequel helmed by a masterful storyteller that manages to enhance the original by making all the questions raised there even more relevant today.,"https://static.toiimg.com/thumb/msid-61362777,width-219,height-317,imgsize-124178/61362777.jpg"
Birth of the Dragon,"29 Sep, 2017",['English'],1 hr 38 mins, Action Drama Biography,George Nolfi,"['Billy Magnussen', 'Ron Yuan', 'Terry Chen']",3.0,3.2,,"https://static.toiimg.com/thumb/msid-61285086,width-219,height-317,imgsize-98751/61285086.jpg"
American Made,"29 Sep, 2017",['English'],1 hr 56 mins, Thriller Biography Crime,Doug Liman,"['Tom Cruise', 'Jayma Mays', 'Domhnall Gleeson']",3.5,3.4,,"https://static.toiimg.com/thumb/msid-61271490,width-219,height-317,imgsize-130810/61271490.jpg"
Kingsman: The Golden Circle,"22 Sep, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 21 mins, Action Comedy Adventure,Matthew Vaughn,"['Taron Egerton', 'Mark Strong', 'Julianne Moore']",3.5,3.4,As long as you don’t expect it to be a genre-defying blockbuster as its predecessor – get comfortable and enjoy ‘The Golden Circle’ for the same tongue-in-cheek humour and gritty action starring a cast of well-known names.,"https://static.toiimg.com/thumb/msid-61262908,width-219,height-317,imgsize-109807/61262908.jpg"
American Assassin,"15 Sep, 2017",['English'],1 hr 52 mins, Action Thriller,Michael Cuesta,"['Dylan O Brien', 'Michael Keaton', 'Sanaa Lathan']",3.5,3.3,,"https://static.toiimg.com/thumb/msid-61275358,width-219,height-317,imgsize-161722/61275358.jpg"
Terminator 2: Judgment Day 3D,"15 Sep, 2017","['Hindi', 'English', 'Telugu']",2 hrs 17 mins, Action Comedy Adventure Sci-Fi,James Cameron,"['arnold schwarzenegger', 'Linda Hamilton', 'Edward Furlong']",4.5,4.2,"Often imitated, never duplicated – ‘T2’ is an unmissable action blockbuster landmark that is still extremely relevant and enjoyable today!","https://static.toiimg.com/thumb/msid-61268279,width-219,height-317,imgsize-125342/61268279.jpg"
The Nut Job 2: Nutty by Nature,"08 Sep, 2017",['English'],1 hr 31 mins, Comedy Animation Adventure,Cal Brunker,"['Jeff Dunham', 'Joe Pingue', 'Rob Tinkler']",2.5,2.7,"The film has its moments but not enough to deserve a big screen viewing, unless you are obsessed with talkative squirrels.","https://static.toiimg.com/thumb/msid-61246444,width-219,height-317,imgsize-171481/61246444.jpg"
It,"08 Sep, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 15 mins, Horror Thriller,Andres Muschietti,"['Bill Skarsgard', 'Jaeden Lieberher', 'Finn Wolfhard']",4.0,4.0,"Bone-chilling yet endearing, this Stephen King adaptation stays true to the novel while possibly invoking a fear of clowns in a whole new generation.","https://static.toiimg.com/thumb/msid-61271446,width-219,height-317,imgsize-77237/61271446.jpg"
Logan Lucky,"08 Sep, 2017",['English'],2 hrs 0 mins, Comedy Drama Crime,Steven Soderbergh,"['Katie Holmes', 'Katherine Waterston', 'Daniel Craig']",4.0,3.8,,"https://static.toiimg.com/thumb/msid-61283229,width-219,height-317,imgsize-121414/61283229.jpg"
The Dark Tower,"25 Aug, 2017",['English'],1 hr 35 mins, Action Adventure Fantasy,Nikolaj Arcel,"['Katheryn Winnick', 'Idris Elba', 'Matthew McConaughey']",3.0,3.1,,"https://static.toiimg.com/thumb/msid-61258623,width-219,height-317,imgsize-101050/61258623.jpg"
An Inconvenient Sequel: Truth to Power,"25 Aug, 2017",['English'],1 hr 38 mins,Documentary,Bonni Cohen,,3.5,3.4,The documentary works wonderfully as a primer for the unaware and will reinforce the need for swift action for the ones in the know.,"https://static.toiimg.com/thumb/msid-61330671,width-219,height-317,imgsize-48950/61330671.jpg"
Yadvi-The Dignified Princess,"25 Aug, 2017","['Hindi', 'English']",1 hr 53 mins, Drama Biography History,"Jyoti Singh, Actor","['Chandrachur Singh', 'Charu Vyas', 'Rahul Godara']",2.0,2.3,,"https://static.toiimg.com/thumb/msid-61284889,width-219,height-317,imgsize-172513/61284889.jpg"
The Hitman's Bodyguard,"25 Aug, 2017","['Hindi', 'English', 'Tamil']",2 hrs 2 mins, Action Comedy,Patrick Hughes,"['Ryan Reynolds', 'Salma Hayek', 'Samuel L. Jackson']",3.5,3.4,"Solid performances from the cast, especially the lead pair, overshadow the uneven tonality and length of Hitman's Bodyguard to make it a fun if forgettable watch.","https://static.toiimg.com/thumb/msid-61270734,width-219,height-317,imgsize-143594/61270734.jpg"
Annabelle: Creation,"15 Aug, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 49 mins, Horror Thriller,Miranda OttoActor,"['Stephanie Sigman', 'Talitha Bateman', 'Alicia Vela Bailey']",3.5,3.4,,"https://static.toiimg.com/thumb/msid-61266869,width-219,height-317,imgsize-75695/61266869.jpg"
The Emoji Movie,"11 Aug, 2017",['English'],1 hr 26 mins, Comedy Animation Family,Anthony Leondis,"['T.J. Miller', 'James Corden', 'Ilana Glazer']",2.0,2.5,‘Embrace yourself just the way you are and why fit in when you can stand out?’ is the message that lies at the heart of this digital tale,"https://static.toiimg.com/thumb/msid-61274659,width-219,height-317,imgsize-118540/61274659.jpg"
Atomic Blonde,"11 Aug, 2017",['English'],1 hr 52 mins, Action Thriller Mystery,David Leitch,"['Sofia Boutella', 'Charlize Theron', 'Toby Jones']",4.0,3.5,"With gripping action sequences and stylish fun, 'Atomic Blonde' lays down the foundation for a new spy-driven franchise","https://static.toiimg.com/thumb/msid-61284194,width-219,height-317,imgsize-114684/61284194.jpg"
Valerian and The City of A Thousand Planets,"28 Jul, 2017",['English'],2 hrs 16 mins, Action Drama Adventure Sci-Fi,Luc Besson,"['Cara Delevingne', 'Ethan Hawke', 'John Goodman']",3.5,3.3,,"https://static.toiimg.com/thumb/msid-61261032,width-219,height-317,imgsize-47853/61261032.jpg"
Berlin Syndrome,"28 Jul, 2017",['English'],1 hr 56 mins, Drama Thriller Mystery,Cate Shortland,"['Teresa Palmer', 'Max Riemelt', 'Nassim Avat']",3.0,3.2,,"https://static.toiimg.com/thumb/msid-61275241,width-219,height-317,imgsize-29857/61275241.jpg"
The Black Prince,"21 Jul, 2017","['Hindi', 'English', 'Punjabi']",2 hrs 2 mins,History,Kavi Raz,"['Jason Flemyng', 'Amanda Root', 'Anna Dawson']",3.0,3.2,"The Black Prince is the agonising true tale of Duleep Singh, the last Sikh king of Punjab, who was robbed off his mother, Kingdom, faith and lineage by the British.","https://static.toiimg.com/thumb/msid-61283911,width-219,height-317,imgsize-137205/61283911.jpg"
Dunkirk,"21 Jul, 2017",['English'],1 hr 47 mins, Action Drama History,"Christopher Nolan, Producer","['Tom Hardy', 'Mark Rylance', 'Kenneth Branagh']",4.5,4.4,'Dunkirk' is another landmark achievement by one of the most important and skilled storytellers in the present generation of filmmaking.,"https://static.toiimg.com/thumb/msid-61259747,width-219,height-317,imgsize-98768/61259747.jpg"
War For The Planet Of The Apes,"14 Jul, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 40 mins, Action Drama Adventure Sci-Fi,Matt Reeves,"['Andy Serkis', 'Gabriel Chavarria', 'Woody Harrelson']",4.0,3.8,A thought-provoking and emotionally resonant film that balances action and special effects to make it the strongest entry in the 'Planet of the Apes' franchise.,"https://static.toiimg.com/thumb/msid-61260017,width-219,height-317,imgsize-146428/61260017.jpg"
Spider-Man: Homecoming,"07 Jul, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 13 mins, Action Adventure Fantasy,Jon Watts,"['Tom Holland', 'Marisa Tomei', 'Zendaya']",4.0,4.0,Spider-Man: Homecoming breathes new life into the friendly neighbourhood superhero that was forever torn between love and responsibility.,"https://static.toiimg.com/thumb/msid-61262797,width-219,height-317,imgsize-153494/61262797.jpg"
The Big Sick,"30 Jun, 2017",['English'],2 hrs 4 mins, Comedy Romance,Michael Showalter,"['Kumail Nanjiani, Producer', 'Zoe Kazan', 'Holly Hunter']",3.5,3.4,The film lacks the vitality of My Big Fat Greek Wedding and other such immigrant romcoms and could most certainly do with a 10-minute shorter run.,"https://static.toiimg.com/thumb/msid-61284639,width-219,height-317,imgsize-150119/61284639.jpg"
Transformers: The Last Knight,"30 Jun, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 34 mins, Action Adventure Sci-Fi,Michael Bay,"['Mark Wahlberg', 'Peter Cullen', 'Laura Haddock']",2.5,2.7,,"https://static.toiimg.com/thumb/msid-61263299,width-219,height-317,imgsize-98111/61263299.jpg"
Baby Driver,"30 Jun, 2017",['English'],1 hr 55 mins, Action Drama Musical Crime,Edgar Wright,"['Lily James', 'Ansel Elgort', 'Kevin Spacey']",4.0,3.7,Baby Driver is just that. A triumph. For its sheer originality in execution and a cast of cool-cats capable of charming your socks off.,"https://static.toiimg.com/thumb/msid-61284315,width-219,height-317,imgsize-117128/61284315.jpg"
Despicable Me 3,"16 Jun, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 36 mins, Action Comedy Animation Adventure,Kyle Balda,"['Pierre CoffinDirector, ', 'Steve Carell', 'Miranda Cosgrove']",3.5,3.5,"Though lacking the warmth of the original, if you don't mind too many Grus, guns, bubblegums and robots, this colourful, cutesy film can be a fun one time watch.","https://static.toiimg.com/thumb/msid-61266773,width-219,height-317,imgsize-99236/61266773.jpg"
All Eyez on Me,"16 Jun, 2017",['English'],2 hrs 15 mins, Drama Musical Biography,Benny Boom,"['Demetrius Shipp Jr.', 'Danai Gurira', 'Kat Graham']",2.5,2.8,It's an authorised biopic of the slain rapper Tupac Shakur leading from the time he got famous until his violent death,"https://static.toiimg.com/thumb/msid-61261551,width-219,height-317,imgsize-74820/61261551.jpg"
Cars 3,"16 Jun, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 42 mins, Action Comedy Animation,Brian Fee,"['Owen Wilson', 'Armie Hammer', 'Bonnie Hunt']",3.5,3.5,,"https://static.toiimg.com/thumb/msid-61274403,width-219,height-317,imgsize-116578/61274403.jpg"
The Mummy,"09 Jun, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 47 mins, Action Adventure Fantasy,Alex Kurtzman,"['Tom Cruise', 'Sofia Boutella', 'Annabelle Wallis']",3.0,3.3,"This franchise-building reboot is a shoddy stab at merging standard Tom Cruise action along with mythology, horror and comedy.","https://static.toiimg.com/thumb/msid-61264704,width-219,height-317,imgsize-109187/61264704.jpg"
A Death In The Gunj,"02 Jun, 2017",['English'],1 hr 52 mins, Drama Thriller,Konkona Sen Sharma,"['Vikrant Massey', 'Ranvir Shorey', 'Kalki Koechlin']",3.5,3.5,"A Death In The Gunj will make you drop your jaw several times, except for the one time you'd really want it to: the climax.","https://static.toiimg.com/thumb/msid-61259289,width-219,height-317,imgsize-178696/61259289.jpg"
Wonder Woman,"02 Jun, 2017","['English', 'Tamil', 'Telugu']",2 hrs 20 mins, Action Adventure Fantasy,Patty Jenkins,"['Gal Gadot', 'Robin Wright', 'Chris Pine']",4.0,4.0,"‘Wonder Woman’ is a blend of an uplifting & humorous outlook with strong female characters, that does justice to the iconic female superhero.","https://static.toiimg.com/thumb/msid-61257599,width-219,height-317,imgsize-181137/61257599.jpg"
Baywatch,"02 Jun, 2017","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 56 mins, Action Comedy,Seth Gordon,"['Alexandra Daddario', 'Kelly Rohrbach', 'Zac Efron']",2.5,2.3,,"https://static.toiimg.com/thumb/msid-61260204,width-219,height-317,imgsize-176561/61260204.jpg"
The Lost City of Z,"26 May, 2017",['English'],2 hrs 23 mins, Action Adventure Biography,James Gray,"['Charlie Hunnam', 'Tom Holland', 'Robert Pattinson']",3.5,3.3,"Memorable scenes and inspired performances are thrown off by clunky editing to make ‘The Lost City of Z’ an unbalanced, but fascinating watch.","https://static.toiimg.com/thumb/msid-61248166,width-219,height-317,imgsize-149846/61248166.jpg"
Pirates Of The Caribbean: Salazar’s Revenge,"26 May, 2017","['Hindi', 'English', 'Tamil', 'Telugu', 'Malayalam']",2 hrs 9 mins, Action Comedy Adventure,Espen Sandberg,"['Joachim RonningDirector', 'Johnny Depp', 'Kevin McNally']",3.5,3.6,,"https://static.toiimg.com/thumb/msid-61247037,width-219,height-317,imgsize-54685/61247037.jpg"
War Machine,"26 May, 2017",[],Comedy,,,,4.0,3.8,,"https://static.toiimg.com/thumb/msid-58792254,width-219,height-317,imgsize-46500/58792254.jpg"
The Circle,"19 May, 2017",['English'],1 hr 50 mins, Drama Thriller Sci-Fi,James Ponsoldt,"['Tom Hanks', 'Emma Watson', 'John Boyega']",3.0,3.1,,"https://static.toiimg.com/thumb/msid-61260860,width-219,height-317,imgsize-112736/61260860.jpg"
"Everything, Everything","19 May, 2017",['English'],1 hr 36 mins, Drama Romance,Stella Meghie,"['Nick Robinson', 'Taylor Hickson', 'Ana De La Reguera']",3.0,3.0,"Everything, Everything certainly isn’t what epic, heart-wrenching love stories are made of, but it’ll do as a date-movie that doesn’t demand everything of you.","https://static.toiimg.com/thumb/msid-61274879,width-219,height-317,imgsize-99847/61274879.jpg"
The Sense Of An Ending,"19 May, 2017",['English'],1 hr 51 mins,Drama,Ritesh Batra,"['Jim Broadbent', 'Charlotte Rampling', 'Harriet Walter']",4.0,3.6,,"https://static.toiimg.com/thumb/msid-61261837,width-219,height-317,imgsize-151741/61261837.jpg"
King Arthur: Legend of the Sword (3D),"12 May, 2017","['English', 'Tamil']",2 hrs 5 mins, Action Drama Adventure,Guy Ritchie,"['Charlie Hunnam', 'Annabelle Wallis', 'Aidan Gillen']",3.5,3.4,"Despite the inconsistency in pace and vision behind this unique take on the legend of Arthur, Ritchie pulls it off in style.","https://static.toiimg.com/thumb/msid-61267195,width-219,height-317,imgsize-162106/61267195.jpg"
